章番号,問題番号,分類名称,問題文,選択肢１,選択肢２,選択肢３,選択肢４,選択肢５,解答番号,解答,解説
SECT006,Q0140,力試し,各種所得にかかる損益通算の扱いについて、誤っているものは次のうちどれですか。,事業所得の損失の金額は、他の所得と損益通算される。,土地(更地)にかかる譲渡所得の損失の金額は、他の所得の金額と損益通算される。,非課税所得の対象となる資産の譲渡にかかる損失の金額については、損益通算の対象から除外される。,一時所得の損失の金額は、他の所得の金額と損益通算されない。,雑所得の損失の金額は、他の所得の金額と損益通算されない。,2,土地(更地)にかかる譲渡所得の損失の金額は、他の所得の金額と損益通算される。,2
SECT006,Q0150,力試し,自己の居住用家屋につき、損害保険契約にかかる地震保険料を年間6万円支払った場合の地震保険料控除額として、正しいものは次のうちどれですか。,20000円,30000円,40000円,50000円,60000円,4,50000円,4
SECT006,Q0160,力試し,給与所得者につき、年末調整では控除を受ける事が出来ないものは、次のうちどれですか。,寄附金控除,障害者控除,社会保険料控除,小規模企業救済等掛金控除,生命保険料控除,1,寄附金控除,1
SECT006,Q0170,力試し,配当控除の適用について、正しいものは次のうちどれですか。,普通法人からの剰余金の配当のうち、中間配当金以外のものについて適用される。,確定申告不要を選択した配当等についても適用される。,その年分の課税総所得金額1000万円を超える者については適用されない。,配当控除額は、配当所得の金額に一律5％を乗じた金額とされる。,その年分の所得税額から控除しきれない部分の配当控除額は、切捨される。,5,その年分の所得税額から控除しきれない部分の配当控除額は、切捨される。,5
SECT006,Q0180,力試し,所属税の確定申告書の提出について、正しいものは次のうちどれですか。ただし、それぞれにおいて他の条件は全て満たしているものとする。,給与所得者が住宅借入金等特別控除の適用を受ける場合、適用期間中は毎年、申告書を提出しなければならない。,給与所得者で、給与所得以外に15万円の雑所得がある時は、申告書の提出を要しない。,申告書の提出期限は、その年の翌年2月1日から3月15日までとされる。,申告書の提出義務者が提出期限前に出国するときは、出国先の大使館等に対して提出期限までに提出しなければならない。,申告書の提出義務者が死亡したときは、死亡後２ヶ月以内に申告書を提出しなければならない。,2,給与所得者で、給与所得以外に15万円の雑所得がある時は、申告書の提出を要しない。,2
SECT006,Q0190,相続税・贈与税,相続税の課税対象とされないものは、次のうちどれですか。,営業権,借地権,信託受益権,無体財産権,抵当権,5,抵当権,5
SECT006,Q0200,相続税・贈与税,相続開始時に現に存する被相続人の債務等について、相続税の課税価格の計算上、債務控除の対象とされないものは次のうちどれですか。,課税財産の維持のために生じた債務,建物の改築工事にかかる未払金,被相続人の個人事業において生じた債務,主債務者の債務返済に支障が生じていない保証債務,被相続人が納付すべき固定資産税,4,主債務者の債務返済に支障が生じていない保証債務,4
SECT006,Q0210,相続税・贈与税,課税遺産総額計算上の遺産にかかる基礎控除について、誤っているものは次のうちどれですか。,法定相続人の数は、民法の規定に従って計算した結果と同じにならないことがある。,相続人として、実子の他に養子が複数いる場合、養子一人が法定相続人の数に加算される。,相続人として、代襲相続人が複数いる場合、代襲相続人１人が法定相続人の数に加算される。,法定相続人が一人もいないときでも、基礎控除が適用される。,基礎控除額が相続税の課税価格の合計額より多いときは、相続税は課されない。,3,相続人として、代襲相続人が複数いる場合、代襲相続人１人が法定相続人の数に加算される。,3
SECT006,Q0220,相続税・贈与税,配偶者の相続税額軽減について、適用対象とされる配偶者の要件に該当するものは、次のうちどれですか。,相続の放棄をしていない者であること,日本国内に居住する無制限納税義務者であること,以前に贈与税の配偶者控除の適用を受けていない者であること,相続開始の年に被相続人から贈与を受けていない者であること,被相続人と婚姻の届け出をしている者であること,5,被相続人と婚姻の届け出をしている者であること,5
SECT006,Q0230,相続税・贈与税,相続税の障害者控除の適用について、正しいものは次のうちどれですか。,法定相続人以外の者が、遺贈により財産を取得したときも適用される。,適用対象が相続を放棄したときは、適用されない。,他の相続税の税額控除と併用して適用されない。,控除額は原則として、相続開始時の年齢から85歳に達するまでの年数１年につき一定額を乗じて計算される。,控除不足額があるときは、他の相続人のうち、いずれか任意の者の税額から控除される。,4,控除額は原則として、相続開始時の年齢から85歳に達するまでの年数１年につき一定額を乗じて計算される。,4
SECT006,Q0240,相続税・贈与税,相続税額計算上の税額控除として認められていないものは、次のうちどれですか。,配当控除,贈与税額控除,未成年者控除,相次相続控除,外国税額控除,1,配当控除,1
SECT006,Q0250,相続税・贈与税,相続税の物納に充てることができない財産は、次のうちどれですか。,国債,上場株式,貸付金債券,土地,建物,3,貸付金債券,3
SECT006,Q0260,相続税・贈与税,取引相場のない株式等に関わる相続税の納税猶予制度について、誤っているものは次のうちどれですか。,適用対象株式等については、課税価格の80%相当額の納税が猶予される。,適用を受けるためには、経済産業大臣から適用対象会社であることの認定を受ける必要がある。,中小企業者に該当しない非上場株式(大会社)についても、この特例の適用を受けることができる。,相続税の申告期限までに、この特例の適用を受ける旨を記載した申告書等を提出する必要がある。,納税猶予期間中に、経営承継相続人が死亡した場合には、猶予税額の納付が免除される。,3,中小企業者に該当しない非上場株式(大会社)についても、この特例の適用を受けることができる。,3
SECT006,Q0270,相続税・贈与税,貸家の相続税評価額として、正しいものは次のうちどれですか。ただし、当該家屋の固定資産税評価額700万円、通常の取引価額(時価)1200万円、借家件割合30%、賃貸割合100%とする。,1200万円,840万円,700万円,490万円,210万円,4,490万円,4
SECT006,Q0280,相続税・贈与税,相続開始により上場株式を取得した場合の相続税評価額として正しいものはどれか。但し課税時期の最終価格920円、課税時期の属する月の最終価格の月平均額975円、課税時期の属する月の前月の最終価格の月平均額820円、課税時期の属する月の前々月の最終価格の月平均額830円、課税時期の属する年の最終価格の年平均額715円とする。,975円,920円,830円,820円,715円,4,820円,4
SECT006,Q0290,相続税・贈与税,原則として贈与税が課されないものは、次のうちどれですか。,対価の授受を行わずに、不動産・株式等の名義変更を受けたとき,負担付贈与により、財産を無償で譲り受けたとき,共同出資した財産の共有者の一人が共有持分を放棄したため、当該持分が他の共有者に帰属したとき,著しく低い価額ではあるが、退化を支払って財産を譲り受けたとき,離婚による財産分与により、金銭(相当額)を取得したとき,5,離婚による財産分与により、金銭(相当額)を取得したとき,5
SECT006,Q0300,相続税・贈与税,贈与税の配偶者控除の適用について、正しいものは次のうちどれですか,過去に同一の配偶者から受けた贈与について、配偶者控除の適用を受けた場合にも適用される。,婚姻期間が20年未満の夫婦間の場合には、適用されない。,居住用不動産の持分の贈与については、適用されない。,贈与の課税価格の計算上、基礎控除額を先に控除した後、残額が生じた場合に配偶者控除額が控除される。,贈与財産の価額が2000万円未満である場合、控除不足額は次回の贈与の際に控除される。,2,婚姻期間が20年未満の夫婦間の場合には、適用されない。,2
SECT006,Q0310,相続税・贈与税,贈与税の相続時清算課税制度の適用要件として、正しいものは次のうちどれですか。,贈与をする者は、贈与年の1月1日現在において50歳以上であること,贈与を受ける者は、贈与をする者の推定相続人である一定の直系卑属であること,贈与財産は不動産または非上場株式等であること,贈与財産の価額は2500万円であること,同じ贈与者から以前に受けた贈与につき、暦年課税方式を適用していないこと,2,贈与を受ける者は、贈与をする者の推定相続人である一定の直系卑属であること,2
SECT006,Q0320,相続税・贈与税,当年中に下記の贈与を受けた場合に暦年課税方式により計算される贈与税額として、正しいものは次のうちどれですか。なお、適用すべき速算税率は50%、速算控除額は225万円とする。#・父から入学費用(全額納付済)：300万円#・父から定期預金：1100万円#・母から自動車購入資金：200万円,275万円,320万円,375万円,470万円,525万円,2,320万円,2
SECT006,Q0330,法人税,収益事業からの生じた所得について法人税の納税義務がない内国法人は、次のうちどれですか。,一般医療法人,私立大学法人,地方公共団体,協同組合,労働組合,3,地方公共団体,3
SECT006,Q0340,法人税,固定資産の交換にかかる圧縮記帳の対象とされる資産の要件として、誤っているものは次のうちどれですか。,譲渡資産と取得資産が同じ種類の資産であること,交換する資産は、どちらも1年以上所有した資産であること,取得資産につき、原則として譲渡資産と同一の用途に供すること,取得資産は、交換の相手方が交換を目的として取得したものではないこと,交換差金等の額は、取得資産の時価または譲渡資産の時下のいずれか高い方の価額の30%以下であること,5,交換差金等の額は、取得資産の時価または譲渡資産の時下のいずれか高い方の価額の30%以下であること,5
SECT006,Q0350,法人税,法人が新たに建築取得した建物の減価償却方法として、正しいものは次のうちどれですか。,定額法,定率法,生産高比例法,級数法,定額法または定率法のうち、法人が選定した方法,1,定額法,1
SECT006,Q0360,法人税,法人が保有する有価証券につき、保有目的と期末評価の組合せとして、誤っているものは次のうちどれですか,売買目的の上場株式＝時価法,売買目的外の上場株式＝原価法,売買目的の新株予約権付社債＝時価法,満期保有目的の国債＝時価法,満期保有目的の普通社債＝原価法,4,満期保有目的の国債＝時価法,4
SECT006,Q0370,法人税,普通法人が支出する役員給与等の扱いについて、誤っているものは次のうちどれですか。,役員賞与について、事前に届け出を行っても損金算入が認められない。,１ヶ月ごとに支給し、各支給時期の支給額が同額かつ相当額である役員給与は損金算入が認められる。,役員を退職することに起因して支給する一定の退職給与は、損金算入が認められる。,一定の手続きにより、確定額を定めて支給する利益連動給与は、損金算入が認められる。,事実の隠蔽または仮装により経理処理して支給する給与は、損金算入が認められない。,1,役員賞与について、事前に届け出を行っても損金算入が認められない。,1
SECT006,Q0380,法人税,法人が支出した寄附金の扱いについて、誤っているものは次のうちどれですか。,国等に対する寄附金は、その全額が損金の額に算入される。,財務大臣が指定する指定寄附金は、一般の寄附金とは別枠で、損金算入限度額までの金額が損金の額に算入される。,特定公益増進法人に対する寄附金は、一般の寄附金とは別枠で、損金算入限度額までの金額が損金の額に算入される,一般の寄附金は、一定の損金算入限度額までの金額が損金の額に算入される。,震災被害者のための義援金として、日本赤十字社の指定口座に拠出した寄附金は、その全額が損金の額に算入される。,2,財務大臣が指定する指定寄附金は、一般の寄附金とは別枠で、損金算入限度額までの金額が損金の額に算入される。,2
SECT006,Q0390,その他の税金,個人住民税の課税について、誤っているものは次のうちどれですか。,都道府県民税と市区町村民税の２税で構成されている。,賦課期日は、その年度の初日が属する年の１月１日である。,均等割額は、原則として、所得金額に関わらず課税される。,利子割額は、支払う銀行等により特別徴収される。,納税者からの申告に基づき税額が確定する、いわゆる申告納税方式により課税される。,5,納税者からの申告に基づき税額が確定する、いわゆる申告納税方式により課税される。,5
SECT006,Q0400,その他の税金,個人事業税について、誤っているものは次のうちどれですか。,所得税の確定申告書を提出した場合には申告を要しない。,前年分の所得税の還付を受けた場合には、以後３年間課税されない。,農業や林業を営む者には、原則として課税されない。,税額計算においては、所得税額の計算において適用された青色申告特別控除額は控除されない。,税額計算においては、一定の要件のもと、事業主控除額が控除される。,2,前年分の所得税の還付を受けた場合には、以後３年間課税されない。,2
SECT006,Q0410,その他の税金,固定資産税の課税について、正しいものは次のうちどれですか。,納税義務者は賦課期日において住民登録されている者である。,土地や家屋の他、事業用償却資産も課税対象とされる。,賦課期日は、その年度の初日が属する年の４月１日である。,課税標準は、課税対象資産の通常の取引価額である。,固定資産の価額の変動にかかわらず、毎年同額で課税される。,2,土地や家屋の他、事業用償却資産も課税対象とされる。,2
SECT006,Q0420,その他の税金,不動産取得税の課税について、正しいものは次のうちどれですか。,交換により取得した場合には、課税されない。,相続により取得した場合には、課税されない。,無償で取得した場合には、課税されない。,不動産の取得後３年間にわたって、均等額で課税される。,居住用の家屋の改築については、課税されない。,2,相続により取得した場合には、課税されない。,2
SECT006,Q0430,その他の税金,事業者が事業上国内で支払ったもので、消費税の仕入税額控除の対象とされないものは、次のうちどれですか。,商品販売にともなう広告宣伝費,現物支給した定期券の購入費,建物の購入費,土地の購入費,土地の購入に要した仲介手数料,4,土地の購入費,4
[EOF],,,,,,,,,,,
