章番号,問題番号,分類名称,問題,選択肢１,選択肢２,選択肢３,選択肢４,選択肢５,解答番号,解答,解説
SECT006,Q1660,その他の税金,法人の消費税に関する記述のうち、正しいものを選びなさい。,消費税納税の基準期間は前々事業年度である,国内で役務を提供し対価を得る事業を行うものは納税義務者に含まれない,基準期間の課税売上高が2000万円以下の事業者は一定の要件の下、消費税の納付が免除される,基準期間の課税売上高が3000万円以下の事業者は一定の要件の下、簡易課税制度を選択することができる,全ての法人については、基準期間がない事業年度における課税資産の譲渡等について、納税義務は免除されない。,1,消費税納税の基準期間は前々事業年度である,消費税ではその課税期間の基準期間における課税売上高が1000万円以下の事業者は一定の要件のもと納税義務が免除される。基準期間とは法人については、その事業年度の前々事業年度をいう。#資本金または出資金の金額が1000万円以上の法人については、基準期間が無い場合でも、基準期間がない事業年度における課税資産の譲渡等について、納税義務は免除されない。#また基準期間における課税売上高が5000万円以下の事業者は、その課税期間について簡易課税制度の適用を受けることができる。
SECT006,Q1670,その他の税金,法人の消費税に関する記述のうち、正しいものを選びなさい。,基準期間の課税売上高が1000万円以下の事業者は一定の要件の下、消費税の納付が免除される,消費税納税の基準期間は前の事業年度である,国内で役務を提供し対価を得る事業を行うものは納税義務者に含まれない,基準期間の課税売上高が3000万円以下の事業者は一定の要件の下、簡易課税制度を選択することができる,全ての法人については、基準期間がない事業年度における課税資産の譲渡等について、納税義務は免除されない。,1,基準期間の課税売上高が1000万円以下の事業者は一定の要件の下、消費税の納付が免除される,消費税ではその課税期間の基準期間における課税売上高が1000万円以下の事業者は一定の要件のもと納税義務が免除される。基準期間とは法人については、その事業年度の前々事業年度をいう。#資本金または出資金の金額が1000万円以上の法人については、基準期間が無い場合でも、基準期間がない事業年度における課税資産の譲渡等について、納税義務は免除されない。#また基準期間における課税売上高が5000万円以下の事業者は、その課税期間について簡易課税制度の適用を受けることができる。
SECT006,Q1680,その他の税金,法人の消費税に関する記述のうち、正しいものを選びなさい。,基準期間の課税売上高が5000万円以下の事業者は一定の要件の下、簡易課税制度を選択することができる,消費税納税の基準期間は前の事業年度である,基準期間の課税売上高が2000万円以下の事業者は一定の要件の下、消費税の納付が免除される,国内で役務を提供し対価を得る事業を行うものは納税義務者に含まれない,全ての法人については、基準期間がない事業年度における課税資産の譲渡等について、納税義務は免除されない。,1,基準期間の課税売上高が5000万円以下の事業者は一定の要件の下、簡易課税制度を選択することができる,消費税ではその課税期間の基準期間における課税売上高が1000万円以下の事業者は一定の要件のもと納税義務が免除される。基準期間とは法人については、その事業年度の前々事業年度をいう。#資本金または出資金の金額が1000万円以上の法人については、基準期間が無い場合でも、基準期間がない事業年度における課税資産の譲渡等について、納税義務は免除されない。#また基準期間における課税売上高が5000万円以下の事業者は、その課税期間について簡易課税制度の適用を受けることができる。
SECT006,Q1690,その他の税金,法人の消費税に関する記述のうち、正しいものを選びなさい。,資本金1000万円以上の法人については、基準期間がない事業年度における課税資産の譲渡等について、納税義務は免除されない。,消費税納税の基準期間は前の事業年度である,基準期間の課税売上高が2000万円以下の事業者は一定の要件の下、消費税の納付が免除される,基準期間の課税売上高が3000万円以下の事業者は一定の要件の下、簡易課税制度を選択することができる,国内で役務を提供し対価を得る事業を行うものは納税義務者に含まれない,1,資本金1000万円以上の法人については、基準期間がない事業年度における課税資産の譲渡等について、納税義務は免除されない。,消費税ではその課税期間の基準期間における課税売上高が1000万円以下の事業者は一定の要件のもと納税義務が免除される。基準期間とは法人については、その事業年度の前々事業年度をいう。#資本金または出資金の金額が1000万円以上の法人については、基準期間が無い場合でも、基準期間がない事業年度における課税資産の譲渡等について、納税義務は免除されない。#また基準期間における課税売上高が5000万円以下の事業者は、その課税期間について簡易課税制度の適用を受けることができる。
SECT006,Q1700,その他の税金,固定資産税に関する次の記述のうち正しいものを選びなさい。,事業のために取得したビルは固定資産税の課税対象である,住居のための土地購入は固定資産税の課税対象ではない,固定資産の課税対象となる償却資産には、取得価額が少額の資産も含まれる,軽自動車は固定資産税の課税対象である,固定資産の課税対象となる償却資産には無形固定資産が含まれる,1,事業のために取得したビルは固定資産税の課税対象である,固定資産税の課税対象となる固定資産とは、一定の土地、家屋、及び償却資産である。償却資産とは、土地、家屋以外の事業の用に供することができる資産で減価償却の対象となる資産をいうが、無形固定資産、取得価額が少額の資産、および自動車税が課される自動車等は除かれる。
SECT006,Q1710,その他の税金,固定資産税に関する次の記述のうち正しいものを選びなさい。,住居のための土地購入は固定資産税の課税対象である,事業のために取得したビルは固定資産税の課税対象である,固定資産の課税対象となる償却資産には、取得価額が少額の資産も含まれる,軽自動車は固定資産税の課税対象である,固定資産の課税対象となる償却資産には無形固定資産が含まれる,1,住居のための土地購入は固定資産税の課税対象である,固定資産税の課税対象となる固定資産とは、一定の土地、家屋、及び償却資産である。償却資産とは、土地、家屋以外の事業の用に供することができる資産で減価償却の対象となる資産をいうが、無形固定資産、取得価額が少額の資産、および自動車税が課される自動車等は除かれる。
SECT006,Q1720,その他の税金,固定資産税に関する次の記述のうち正しいものを選びなさい。,固定資産の課税対象となる償却資産には、取得価額が少額の資産は含まれない,住居のための土地購入は固定資産税の課税対象ではない,事業のために取得したビルは固定資産税の課税対象である,軽自動車は固定資産税の課税対象である,固定資産の課税対象となる償却資産には無形固定資産が含まれる,1,固定資産の課税対象となる償却資産には、取得価額が少額の資産は含まれない,固定資産税の課税対象となる固定資産とは、一定の土地、家屋、及び償却資産である。償却資産とは、土地、家屋以外の事業の用に供することができる資産で減価償却の対象となる資産をいうが、無形固定資産、取得価額が少額の資産、および自動車税が課される自動車等は除かれる。
SECT006,Q1730,その他の税金,固定資産税に関する次の記述のうち正しいものを選びなさい。,軽自動車は固定資産税の課税対象ではない,住居のための土地購入は固定資産税の課税対象ではない,固定資産の課税対象となる償却資産には、取得価額が少額の資産も含まれる,事業のために取得したビルは固定資産税の課税対象である,固定資産の課税対象となる償却資産には無形固定資産が含まれる,1,軽自動車は固定資産税の課税対象ではない,固定資産税の課税対象となる固定資産とは、一定の土地、家屋、及び償却資産である。償却資産とは、土地、家屋以外の事業の用に供することができる資産で減価償却の対象となる資産をいうが、無形固定資産、取得価額が少額の資産、および自動車税が課される自動車等は除かれる。
SECT006,Q1740,その他の税金,固定資産税に関する次の記述のうち正しいものを選びなさい。,固定資産の課税対象となる償却資産には無形固定資産は含まれない,住居のための土地購入は固定資産税の課税対象ではない,固定資産の課税対象となる償却資産には、取得価額が少額の資産も含まれる,軽自動車は固定資産税の課税対象である,事業のために取得したビルは固定資産税の課税対象である,1,固定資産の課税対象となる償却資産には無形固定資産は含まれない,固定資産税の課税対象となる固定資産とは、一定の土地、家屋、及び償却資産である。償却資産とは、土地、家屋以外の事業の用に供することができる資産で減価償却の対象となる資産をいうが、無形固定資産、取得価額が少額の資産、および自動車税が課される自動車等は除かれる。
SECT006,Q1750,その他の税金,固定資産税に関する次の記述のうち正しいものを選びなさい。,固定資産税の課税対象となる固定資産とは一定の土地、家屋、及び償却資産である。,固定資産の課税対象となる償却資産は、原則として土地、家屋以外の事業の用に供することができる資産で減価償却の対象とならない資産である,土地付き賃貸用アパートの取得は固定資産税の課税対象ではない,大型機械装置の購入は固定資産税の課税対象ではない,どんな自動車でも固定資産の課税対象となる償却資産に含まれる,1,固定資産税の課税対象となる固定資産とは一定の土地、家屋、及び償却資産である。,固定資産税の課税対象となる固定資産とは、一定の土地、家屋、及び償却資産である。償却資産とは、土地、家屋以外の事業の用に供することができる資産で減価償却の対象となる資産をいうが、無形固定資産、取得価額が少額の資産、および自動車税が課される自動車等は除かれる。
SECT006,Q1760,その他の税金,固定資産税に関する次の記述のうち正しいものを選びなさい。,固定資産の課税対象となる償却資産は、原則として土地、家屋以外の事業の用に供することができる資産で減価償却の対象となる資産である。,固定資産税の課税対象となる固定資産とは一定の土地、家屋であるが、償却資産は含まれない,土地付き賃貸用アパートの取得は固定資産税の課税対象ではない,大型機械装置の購入は固定資産税の課税対象ではない,どんな自動車でも固定資産の課税対象となる償却資産に含まれる,1,固定資産の課税対象となる償却資産は、原則として土地、家屋以外の事業の用に供することができる資産で減価償却の対象となる資産である。,固定資産税の課税対象となる固定資産とは、一定の土地、家屋、及び償却資産である。償却資産とは、土地、家屋以外の事業の用に供することができる資産で減価償却の対象となる資産をいうが、無形固定資産、取得価額が少額の資産、および自動車税が課される自動車等は除かれる。
SECT006,Q1770,その他の税金,固定資産税に関する次の記述のうち正しいものを選びなさい。,土地付き賃貸用アパートの取得は固定資産税の課税対象である,固定資産の課税対象となる償却資産は、原則として土地、家屋以外の事業の用に供することができる資産で減価償却の対象とならない資産である,固定資産税の課税対象となる固定資産とは一定の土地、家屋であるが、償却資産は含まれない,大型機械装置の購入は固定資産税の課税対象ではない,どんな自動車でも固定資産の課税対象となる償却資産に含まれる,1,土地付き賃貸用アパートの取得は固定資産税の課税対象である,固定資産税の課税対象となる固定資産とは、一定の土地、家屋、及び償却資産である。償却資産とは、土地、家屋以外の事業の用に供することができる資産で減価償却の対象となる資産をいうが、無形固定資産、取得価額が少額の資産、および自動車税が課される自動車等は除かれる。
SECT006,Q1780,その他の税金,固定資産税に関する次の記述のうち正しいものを選びなさい。,大型機械装置の購入は固定資産税の課税対象である,固定資産の課税対象となる償却資産は、原則として土地、家屋以外の事業の用に供することができる資産で減価償却の対象とならない資産である,土地付き賃貸用アパートの取得は固定資産税の課税対象ではない,固定資産税の課税対象となる固定資産とは一定の土地、家屋であるが、償却資産は含まれない,どんな自動車でも固定資産の課税対象となる償却資産に含まれる,1,大型機械装置の購入は固定資産税の課税対象である,固定資産税の課税対象となる固定資産とは、一定の土地、家屋、及び償却資産である。償却資産とは、土地、家屋以外の事業の用に供することができる資産で減価償却の対象となる資産をいうが、無形固定資産、取得価額が少額の資産、および自動車税が課される自動車等は除かれる。
SECT006,Q1790,その他の税金,固定資産税に関する次の記述のうち正しいものを選びなさい。,固定資産の課税対象となる償却資産には自動車税が課される自動車等は除かれる。,固定資産の課税対象となる償却資産は、原則として土地、家屋以外の事業の用に供することができる資産で減価償却の対象とならない資産である,土地付き賃貸用アパートの取得は固定資産税の課税対象ではない,大型機械装置の購入は固定資産税の課税対象ではない,固定資産税の課税対象となる固定資産とは一定の土地、家屋であるが、償却資産は含まれない,1,固定資産の課税対象となる償却資産には自動車税が課される自動車等は除かれる。,固定資産税の課税対象となる固定資産とは、一定の土地、家屋、及び償却資産である。償却資産とは、土地、家屋以外の事業の用に供することができる資産で減価償却の対象となる資産をいうが、無形固定資産、取得価額が少額の資産、および自動車税が課される自動車等は除かれる。
SECT006,Q1800,その他の税金,次の記述について正しいものを選びなさい,法人税は事務所が所在する都道府県が課税権限者となって課される,外国普通法人が国内に一時的に事務所を設置していれば法人税の課税対象となる,出資金、資本金の額が1000万円の事業法人には法人税が課される,いわゆる外形標準課税の適用対象法人の法人税は資本割額、及び所得割額の合算額により課税される,法人税の申告・納付は法人以外の第三者機関が計算して行わなければならない,1,法人税は事務所が所在する都道府県が課税権限者となって課される,法人事業税は法人が行う事業に対して、その事務所、事務所が所在する都道府県が法人に課す税金であり、国内に恒久的施設(事務所等)を設置して事業を行う外国法人も課税の対象とされる。#適用対象は、資本金、出資金の額が１億円超の事業法人について適用される。
SECT006,Q1810,その他の税金,次の記述について正しいものを選びなさい,外国普通法人でも国内事務所を恒久的に設置していれば法人税の課税対象となる,法人税は国が課税権限者となって課される,出資金、資本金の額が1000万円の事業法人には法人税が課される,いわゆる外形標準課税の適用対象法人の法人税は資本割額、及び所得割額の合算額により課税される,法人税の申告・納付は法人以外の第三者機関が計算して行わなければならない,1,外国普通法人でも国内事務所を恒久的に設置していれば法人税の課税対象となる,法人事業税は法人が行う事業に対して、その事務所、事務所が所在する都道府県が法人に課す税金であり、国内に恒久的施設(事務所等)を設置して事業を行う外国法人も課税の対象とされる。#適用対象は、資本金、出資金の額が１億円超の事業法人について適用される。
SECT006,Q1820,その他の税金,次の記述について正しいものを選びなさい,出資金、資本金の額が1億円の事業法人には法人税が課される,外国普通法人が国内に一時的に事務所を設置していれば法人税の課税対象となる,法人税は国が課税権限者となって課される,いわゆる外形標準課税の適用対象法人の法人税は資本割額、及び所得割額の合算額により課税される,法人税の申告・納付は法人以外の第三者機関が計算して行わなければならない,1,出資金、資本金の額が1億円の事業法人には法人税が課される,法人事業税は法人が行う事業に対して、その事務所、事務所が所在する都道府県が法人に課す税金であり、国内に恒久的施設(事務所等)を設置して事業を行う外国法人も課税の対象とされる。#適用対象は、資本金、出資金の額が１億円超の事業法人について適用される。
SECT006,Q1830,その他の税金,次の記述について正しいものを選びなさい,いわゆる外形標準課税の適用対象法人の法人税は付加価値割額、資本割額、及び所得割額の合算額により課税される,外国普通法人が国内に一時的に事務所を設置していれば法人税の課税対象となる,出資金、資本金の額が1000万円の事業法人には法人税が課される,法人税は国が課税権限者となって課される,法人税の申告・納付は法人以外の第三者機関が計算して行わなければならない,1,いわゆる外形標準課税の適用対象法人の法人税は付加価値割額、資本割額、及び所得割額の合算額により課税される,法人事業税は法人が行う事業に対して、その事務所、事務所が所在する都道府県が法人に課す税金であり、国内に恒久的施設(事務所等)を設置して事業を行う外国法人も課税の対象とされる。#適用対象は、資本金、出資金の額が１億円超の事業法人について適用される。
SECT006,Q1840,その他の税金,次の記述について正しいものを選びなさい,法人税の申告・納付は法人自らが計算して行わなければならない,外国普通法人が国内に一時的に事務所を設置していれば法人税の課税対象となる,出資金、資本金の額が1000万円の事業法人には法人税が課される,いわゆる外形標準課税の適用対象法人の法人税は資本割額、及び所得割額の合算額により課税される,法人税は国が課税権限者となって課される,1,法人税の申告・納付は法人自らが計算して行わなければならない,法人事業税は法人が行う事業に対して、その事務所、事務所が所在する都道府県が法人に課す税金であり、国内に恒久的施設(事務所等)を設置して事業を行う外国法人も課税の対象とされる。#適用対象は、資本金、出資金の額が１億円超の事業法人について適用される。
SECT006,Q1850,その他の税金,次の記述について正しいものを選びなさい。,約束手形は印紙税の課税対象である,工事の請負に関する契約書は印紙税の課税対象ではない,相続にかかる遺産分割協議書は印紙税の課税対象である,債務保証契約書は印紙税の課税対象ではない,土地の譲渡契約書は印紙税の課税対象ではない,1,約束手形は印紙税の課税対象である,印紙税は印紙税法上の課税文書を作成したとき、その作成者に対して課税される国税である。印紙税の課税文書には次のようなものがある。#・不動産の譲渡に関する契約書、土地賃借権の設定に関する契約書、消費貸借に関する契約書、運送に関する契約#・約束手形、為替手形#・株券、出資証券、社債券、投資信託・貸付信託などの受益証券#・債務保証に関する契約書#・売上代金にかかる受取書#なお、相続にかかる遺産分割協議書は上記の課税文書に含まれず、印紙税の課税対象とされない。
SECT006,Q1860,その他の税金,次の記述について正しいものを選びなさい。,約束手形は印紙税の課税対象である,約束手形は印紙税の課税対象ではない,相続にかかる遺産分割協議書は印紙税の課税対象である,債務保証契約書は印紙税の課税対象ではない,土地の譲渡契約書は印紙税の課税対象ではない,1,約束手形は印紙税の課税対象である,印紙税は印紙税法上の課税文書を作成したとき、その作成者に対して課税される国税である。印紙税の課税文書には次のようなものがある。#・不動産の譲渡に関する契約書、土地賃借権の設定に関する契約書、消費貸借に関する契約書、運送に関する契約#・約束手形、為替手形#・株券、出資証券、社債券、投資信託・貸付信託などの受益証券#・債務保証に関する契約書#・売上代金にかかる受取書#なお、相続にかかる遺産分割協議書は上記の課税文書に含まれず、印紙税の課税対象とされない。
SECT006,Q1870,その他の税金,次の記述について正しいものを選びなさい。,約束手形は印紙税の課税対象である,工事の請負に関する契約書は印紙税の課税対象ではない,約束手形は印紙税の課税対象ではない,債務保証契約書は印紙税の課税対象ではない,土地の譲渡契約書は印紙税の課税対象ではない,1,約束手形は印紙税の課税対象である,印紙税は印紙税法上の課税文書を作成したとき、その作成者に対して課税される国税である。印紙税の課税文書には次のようなものがある。#・不動産の譲渡に関する契約書、土地賃借権の設定に関する契約書、消費貸借に関する契約書、運送に関する契約#・約束手形、為替手形#・株券、出資証券、社債券、投資信託・貸付信託などの受益証券#・債務保証に関する契約書#・売上代金にかかる受取書#なお、相続にかかる遺産分割協議書は上記の課税文書に含まれず、印紙税の課税対象とされない。
SECT006,Q1880,その他の税金,次の記述について正しいものを選びなさい。,約束手形は印紙税の課税対象である,工事の請負に関する契約書は印紙税の課税対象ではない,相続にかかる遺産分割協議書は印紙税の課税対象である,約束手形は印紙税の課税対象ではない,土地の譲渡契約書は印紙税の課税対象ではない,1,約束手形は印紙税の課税対象である,印紙税は印紙税法上の課税文書を作成したとき、その作成者に対して課税される国税である。印紙税の課税文書には次のようなものがある。#・不動産の譲渡に関する契約書、土地賃借権の設定に関する契約書、消費貸借に関する契約書、運送に関する契約#・約束手形、為替手形#・株券、出資証券、社債券、投資信託・貸付信託などの受益証券#・債務保証に関する契約書#・売上代金にかかる受取書#なお、相続にかかる遺産分割協議書は上記の課税文書に含まれず、印紙税の課税対象とされない。
SECT006,Q1890,その他の税金,次の記述について正しいものを選びなさい。,約束手形は印紙税の課税対象である,工事の請負に関する契約書は印紙税の課税対象ではない,相続にかかる遺産分割協議書は印紙税の課税対象である,債務保証契約書は印紙税の課税対象ではない,約束手形は印紙税の課税対象ではない,1,約束手形は印紙税の課税対象である,印紙税は印紙税法上の課税文書を作成したとき、その作成者に対して課税される国税である。印紙税の課税文書には次のようなものがある。#・不動産の譲渡に関する契約書、土地賃借権の設定に関する契約書、消費貸借に関する契約書、運送に関する契約#・約束手形、為替手形#・株券、出資証券、社債券、投資信託・貸付信託などの受益証券#・債務保証に関する契約書#・売上代金にかかる受取書#なお、相続にかかる遺産分割協議書は上記の課税文書に含まれず、印紙税の課税対象とされない。
SECT006,Q1900,その他の税金,次の記述について正しいものを選びなさい。,印紙税は印紙税法上の課税文書を作成したとき、その作成者に対して課税される国税である,印紙税の課税文書には不動産の譲渡に関する契約書は含まれない,印紙税の課税文書には土地賃借権の設定に関する契約書は含まれない,印紙税の課税文書には消費貸借に関する契約書、運送に関する契約書は含まれない,印紙税の課税文書には相続にかかる遺産分割協議書は含まれる,1,印紙税は印紙税法上の課税文書を作成したとき、その作成者に対して課税される国税である,印紙税は印紙税法上の課税文書を作成したとき、その作成者に対して課税される国税である。印紙税の課税文書には次のようなものがある。#・不動産の譲渡に関する契約書、土地賃借権の設定に関する契約書、消費貸借に関する契約書、運送に関する契約#・約束手形、為替手形#・株券、出資証券、社債券、投資信託・貸付信託などの受益証券#・債務保証に関する契約書#・売上代金にかかる受取書#なお、相続にかかる遺産分割協議書は上記の課税文書に含まれず、印紙税の課税対象とされない。
SECT006,Q1910,その他の税金,次の記述について正しいものを選びなさい。,印紙税の課税文書には不動産の譲渡に関する契約書が含まれる,印紙税は印紙税法上の課税文書を作成したとき、その販売者に対して課税される国税である,印紙税の課税文書には土地賃借権の設定に関する契約書は含まれない,印紙税の課税文書には消費貸借に関する契約書、運送に関する契約書は含まれない,印紙税の課税文書には相続にかかる遺産分割協議書は含まれる,1,印紙税の課税文書には不動産の譲渡に関する契約書が含まれる,印紙税は印紙税法上の課税文書を作成したとき、その作成者に対して課税される国税である。印紙税の課税文書には次のようなものがある。#・不動産の譲渡に関する契約書、土地賃借権の設定に関する契約書、消費貸借に関する契約書、運送に関する契約#・約束手形、為替手形#・株券、出資証券、社債券、投資信託・貸付信託などの受益証券#・債務保証に関する契約書#・売上代金にかかる受取書#なお、相続にかかる遺産分割協議書は上記の課税文書に含まれず、印紙税の課税対象とされない。
SECT006,Q1920,その他の税金,次の記述について正しいものを選びなさい。,印紙税の課税文書には土地賃借権の設定に関する契約書が含まれる,印紙税の課税文書には不動産の譲渡に関する契約書は含まれない,印紙税は印紙税法上の課税文書を作成したとき、その販売者に対して課税される国税である,印紙税の課税文書には消費貸借に関する契約書、運送に関する契約書は含まれない,印紙税の課税文書には相続にかかる遺産分割協議書は含まれる,1,印紙税の課税文書には土地賃借権の設定に関する契約書が含まれる,印紙税は印紙税法上の課税文書を作成したとき、その作成者に対して課税される国税である。印紙税の課税文書には次のようなものがある。#・不動産の譲渡に関する契約書、土地賃借権の設定に関する契約書、消費貸借に関する契約書、運送に関する契約#・約束手形、為替手形#・株券、出資証券、社債券、投資信託・貸付信託などの受益証券#・債務保証に関する契約書#・売上代金にかかる受取書#なお、相続にかかる遺産分割協議書は上記の課税文書に含まれず、印紙税の課税対象とされない。
SECT006,Q1930,その他の税金,次の記述について正しいものを選びなさい。,印紙税の課税文書には消費貸借に関する契約書、運送に関する契約が含まれる,印紙税の課税文書には不動産の譲渡に関する契約書は含まれない,印紙税の課税文書には土地賃借権の設定に関する契約書は含まれない,印紙税は印紙税法上の課税文書を作成したとき、その販売者に対して課税される国税である,印紙税の課税文書には相続にかかる遺産分割協議書は含まれる,1,印紙税の課税文書には消費貸借に関する契約書、運送に関する契約が含まれる,印紙税は印紙税法上の課税文書を作成したとき、その作成者に対して課税される国税である。印紙税の課税文書には次のようなものがある。#・不動産の譲渡に関する契約書、土地賃借権の設定に関する契約書、消費貸借に関する契約書、運送に関する契約#・約束手形、為替手形#・株券、出資証券、社債券、投資信託・貸付信託などの受益証券#・債務保証に関する契約書#・売上代金にかかる受取書#なお、相続にかかる遺産分割協議書は上記の課税文書に含まれず、印紙税の課税対象とされない。
